date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:38	534098/534098	---MCZ	200	added ('OK')	text/html	etag:W/%225df5e40d752e100a9c79cf9f64b65639%22	https://oangosa2012.wixsite.com/gosa/divulgacion	./gosa_clon/oangosa2012.wixsite.com/gosa/divulgacion.html	(from https://oangosa2012.wixsite.com/gosa)
15:45:39	523622/523622	---MCZ	200	added ('OK')	text/html	etag:W/%22f3b6b1ddefd460f1a65f97eab6132ca9%22	https://oangosa2012.wixsite.com/gosa/acerca-de-gosa	./gosa_clon/oangosa2012.wixsite.com/gosa/acerca-de-gosa.html	(from https://oangosa2012.wixsite.com/gosa)
15:45:39	3808/3808	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:39%20GMT	https://static.wixstatic.com/media/addb59_52301d5ddd6a4eab905a21672f87c593~mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/addb59_52301d5ddd6a4eab905a21672f87c593~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_52301d5ddd6a4eab905a21672f87c593_mv2.jpg/v1/fill/w_147,h_147,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/addb59_52301d5ddd6a4eab905a21672f87c593_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:40	13148/13148	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:40%20GMT	https://static.wixstatic.com/media/addb59_47f0bd58e4674ec393eb4621cb1094c7f000.jpg/v1/fill/w_979,h_553,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_47f0bd58e4674ec393eb4621cb1094c7f000.jpg	./gosa_clon/static.wixstatic.com/media/addb59_47f0bd58e4674ec393eb4621cb1094c7f000.jpg/v1/fill/w_979,h_553,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_47f0bd58e4674ec393eb4621cb1094c7f000.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:41	29285/29285	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:41%20GMT	https://static.wixstatic.com/media/addb59_f790e332bdee4f39a5c31c2f1aed92ee~mv2.jpg/v1/crop/x_708,y_370,w_2320,h_1716/fill/w_295,h_218,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/FotoGOSA.jpg	./gosa_clon/static.wixstatic.com/media/addb59_f790e332bdee4f39a5c31c2f1aed92ee_mv2.jpg/v1/crop/x_708,y_370,w_2320,h_1716/fill/w_295,h_218,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/FotoGOSA.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:43	138553/138553	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:45:42%20GMT	https://static.wixstatic.com/media/addb59_14540fea7fbc4289a9bc2ede012be074~mv2.png/v1/crop/x_165,y_0,w_510,h_375/fill/w_296,h_218,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/solar-research_675x375.png	./gosa_clon/static.wixstatic.com/media/addb59_14540fea7fbc4289a9bc2ede012be074_mv2.png/v1/crop/x_165,y_0,w_510,h_375/fill/w_296,h_218,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/solar-research_675x375.png	(from https://oangosa2012.wixsite.com/gosa)
15:45:44	44030/44030	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:43%20GMT	https://static.wixstatic.com/media/addb59_f00e1d2c112a456f8aad1452c23c7071~mv2.jpeg/v1/crop/x_178,y_4,w_1395,h_958/fill/w_313,h_215,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WhatsApp%20Image%202022-01-28%20at%2021_45_50.jpeg	./gosa_clon/static.wixstatic.com/media/addb59_f00e1d2c112a456f8aad1452c23c7071_mv2.jpeg/v1/crop/x_178,y_4,w_1395,h_958/fill/w_313,h_215,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/WhatsApp%20Image%202022-01-28%20at%2021_45_50.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:44	2503/2503	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:45:44%20GMT	https://oangosa2012.wixsite.com/media/emptystate.85a4add5.svg	./gosa_clon/oangosa2012.wixsite.com/media/emptystate.85a4add5.10.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:45:45	4359/4359	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:45%20GMT	https://static.wixstatic.com/media/addb59_fb51107e000649f4a2ace4762d1fbbe2~mv2.jpg/v1/fill/w_112,h_99,q_90,enc_avif,quality_auto/addb59_fb51107e000649f4a2ace4762d1fbbe2~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_fb51107e000649f4a2ace4762d1fbbe2_mv2.jpg/v1/fill/w_112,h_99,q_90,enc_avif,quality_auto/addb59_fb51107e000649f4a2ace4762d1fbbe2_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:46	4452/4452	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:46%20GMT	https://static.wixstatic.com/media/addb59_e7361ebe16db4c649267742dccbef488~mv2.jpg/v1/fill/w_133,h_99,q_90,enc_avif,quality_auto/addb59_e7361ebe16db4c649267742dccbef488~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_e7361ebe16db4c649267742dccbef488_mv2.jpg/v1/fill/w_133,h_99,q_90,enc_avif,quality_auto/addb59_e7361ebe16db4c649267742dccbef488_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:48	376624/376624	---M--	200	added ('OK')	image/gif	etag:%22916589500260122831d6fbdc9dbf79b9%22	https://static.wixstatic.com/media/addb59_5b647806fb61473f9aae490f81d8d42f~mv2.gif/v1/fill/w_250,h_251,q_90,enc_avif,quality_auto/addb59_5b647806fb61473f9aae490f81d8d42f~mv2.gif	./gosa_clon/static.wixstatic.com/media/addb59_5b647806fb61473f9aae490f81d8d42f_mv2.gif/v1/fill/w_250,h_251,q_90,enc_avif,quality_auto/addb59_5b647806fb61473f9aae490f81d8d42f_mv2.gif	(from https://oangosa2012.wixsite.com/gosa)
15:45:48	5898/5898	---M--	200	added ('OK')	image/webp	date:Sun,%2022%20Feb%202026%2020:45:48%20GMT	https://static.wixstatic.com/media/addb59_af9ea1bb1b334094af143d3963584317~mv2.jpg/v1/fill/w_210,h_140,q_90,enc_avif,quality_auto/addb59_af9ea1bb1b334094af143d3963584317~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_af9ea1bb1b334094af143d3963584317_mv2.jpg/v1/fill/w_210,h_140,q_90,enc_avif,quality_auto/addb59_af9ea1bb1b334094af143d3963584317_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:49	12741/12741	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:49%20GMT	https://static.wixstatic.com/media/addb59_54878188a3f04e70befba4e6f2903fcc~mv2.jpg/v1/fill/w_210,h_210,q_90,enc_avif,quality_auto/addb59_54878188a3f04e70befba4e6f2903fcc~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_54878188a3f04e70befba4e6f2903fcc_mv2.jpg/v1/fill/w_210,h_210,q_90,enc_avif,quality_auto/addb59_54878188a3f04e70befba4e6f2903fcc_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:51	5781/5781	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:51%20GMT	https://static.wixstatic.com/media/addb59_a1219937b7344f95acd2142afa84a539~mv2.jpg/v1/fill/w_127,h_93,q_90,enc_avif,quality_auto/addb59_a1219937b7344f95acd2142afa84a539~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_a1219937b7344f95acd2142afa84a539_mv2.jpg/v1/fill/w_127,h_93,q_90,enc_avif,quality_auto/addb59_a1219937b7344f95acd2142afa84a539_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:52	5890/5890	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:52%20GMT	https://static.wixstatic.com/media/addb59_0e2299e8f06f49339c5a9597e0be2b1f~mv2.jpg/v1/fill/w_124,h_93,q_90,enc_avif,quality_auto/addb59_0e2299e8f06f49339c5a9597e0be2b1f~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_0e2299e8f06f49339c5a9597e0be2b1f_mv2.jpg/v1/fill/w_124,h_93,q_90,enc_avif,quality_auto/addb59_0e2299e8f06f49339c5a9597e0be2b1f_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:53	12604/12604	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:53%20GMT	https://static.wixstatic.com/media/addb59_bb1f5b0884b042c3a349ce8d0d748ee7~mv2.jpg/v1/fill/w_177,h_166,q_90,enc_avif,quality_auto/addb59_bb1f5b0884b042c3a349ce8d0d748ee7~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_bb1f5b0884b042c3a349ce8d0d748ee7_mv2.jpg/v1/fill/w_177,h_166,q_90,enc_avif,quality_auto/addb59_bb1f5b0884b042c3a349ce8d0d748ee7_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:54	10346/10346	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:45:54%20GMT	https://static.wixstatic.com/media/addb59_d8fbadacba204318806239d3ff9f9e85~mv2.jpg/v1/fill/w_168,h_166,q_90,enc_avif,quality_auto/addb59_d8fbadacba204318806239d3ff9f9e85~mv2.jpg	./gosa_clon/static.wixstatic.com/media/addb59_d8fbadacba204318806239d3ff9f9e85_mv2.jpg/v1/fill/w_168,h_166,q_90,enc_avif,quality_auto/addb59_d8fbadacba204318806239d3ff9f9e85_mv2.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:45:55	12631920/12631920	---M--	200	added ('OK')	image/gif	etag:%227e7db8775290a946c7e3db674589d8f7%22	https://static.wixstatic.com/media/addb59_ada6c92c0e8247fa8da41e086e1b358b~mv2.gif/v1/fill/w_256,h_257,q_90,enc_avif,quality_auto/addb59_ada6c92c0e8247fa8da41e086e1b358b~mv2.gif	./gosa_clon/static.wixstatic.com/media/addb59_ada6c92c0e8247fa8da41e086e1b358b_mv2.gif/v1/fill/w_256,h_257,q_90,enc_avif,quality_auto/addb59_ada6c92c0e8247fa8da41e086e1b358b_mv2.gif	(from https://oangosa2012.wixsite.com/gosa)
15:45:55	54805/54805	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:45:55%20GMT	https://static.wixstatic.com/media/addb59_3a0c1a21d86746fcbb86fea4153441a3~mv2.png/v1/fill/w_350,h_184,q_90,enc_avif,quality_auto/addb59_3a0c1a21d86746fcbb86fea4153441a3~mv2.png	./gosa_clon/static.wixstatic.com/media/addb59_3a0c1a21d86746fcbb86fea4153441a3_mv2.png/v1/fill/w_350,h_184,q_90,enc_avif,quality_auto/addb59_3a0c1a21d86746fcbb86fea4153441a3_mv2.png	(from https://oangosa2012.wixsite.com/gosa)
15:45:56	840/840	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:45:56%20GMT	https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	./gosa_clon/static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	(from https://oangosa2012.wixsite.com/gosa)
15:45:57	998/998	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:45:57%20GMT	https://static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	./gosa_clon/static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	(from https://oangosa2012.wixsite.com/gosa)
15:45:58	2504/2504	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:45:58%20GMT	https://oangosa2012.wixsite.com/2048px-Octicons-mark-github.svg	./gosa_clon/oangosa2012.wixsite.com/2048px-Octicons-mark-github.1e.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:45:59	1312/1312	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:45:59%20GMT	https://static.wixstatic.com/media/addb59_0126b80119de458bbcc72b3b7cfe072d~mv2.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_0126b80119de458bbcc72b3b7cfe072d~mv2.png	./gosa_clon/static.wixstatic.com/media/addb59_0126b80119de458bbcc72b3b7cfe072d_mv2.png/v1/fill/w_25,h_25,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_0126b80119de458bbcc72b3b7cfe072d_mv2.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:00	17052/17052	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:46:00%20GMT	https://static.wixstatic.com/media/addb59_f348baf2ea7544879c98a12d9af1eff7~mv2.png/v1/fill/w_102,h_95,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_f348baf2ea7544879c98a12d9af1eff7~mv2.png	./gosa_clon/static.wixstatic.com/media/addb59_f348baf2ea7544879c98a12d9af1eff7_mv2.png/v1/fill/w_102,h_95,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_f348baf2ea7544879c98a12d9af1eff7_mv2.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:01	11548/11548	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Feb%202026%2020:46:01%20GMT	https://static.wixstatic.com/media/addb59_a78e9e0974e448959e65d465d459262f~mv2.jpg/v1/crop/x_59,y_328,w_946,h_442/fill/w_203,h_95,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Screenshot_20220128-124224_WhatsApp.jpg	./gosa_clon/static.wixstatic.com/media/addb59_a78e9e0974e448959e65d465d459262f_mv2.jpg/v1/crop/x_59,y_328,w_946,h_442/fill/w_203,h_95,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Screenshot_20220128-124224_WhatsApp.jpg	(from https://oangosa2012.wixsite.com/gosa)
15:46:02	757/757	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:46:02%20GMT	https://static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	./gosa_clon/static.wixstatic.com/media/23fd2a2be53141ed810f4d3dcdcd01fa.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/23fd2a2be53141ed810f4d3dcdcd01fa.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:03	894/894	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:46:03%20GMT	https://static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	./gosa_clon/static.wixstatic.com/media/81af6121f84c41a5b4391d7d37fce12a.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/81af6121f84c41a5b4391d7d37fce12a.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:04	873/873	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:46:04%20GMT	https://static.wixstatic.com/media/01ab6619093f45388d66736ec22e5885.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01ab6619093f45388d66736ec22e5885.png	./gosa_clon/static.wixstatic.com/media/01ab6619093f45388d66736ec22e5885.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/01ab6619093f45388d66736ec22e5885.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:05	1136/1136	---M--	200	added ('OK')	image/png	date:Sun,%2022%20Feb%202026%2020:46:05%20GMT	https://static.wixstatic.com/media/addb59_0126b80119de458bbcc72b3b7cfe072d~mv2.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_0126b80119de458bbcc72b3b7cfe072d~mv2.png	./gosa_clon/static.wixstatic.com/media/addb59_0126b80119de458bbcc72b3b7cfe072d_mv2.png/v1/fill/w_21,h_21,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/addb59_0126b80119de458bbcc72b3b7cfe072d_mv2.png	(from https://oangosa2012.wixsite.com/gosa)
15:46:06	2504/2504	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:06%20GMT	https://oangosa2012.wixsite.com/window.location.href	./gosa_clon/oangosa2012.wixsite.com/window.location.26.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:46:07	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2022%20Feb%202026%2020:46:06%20GMT	https://static.wixstatic.com/media/	./gosa_clon/static.wixstatic.com/media/index.html	(from https://oangosa2012.wixsite.com/gosa)
15:46:07	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2022%20Feb%202026%2020:46:07%20GMT	https://static.wixstatic.com/media	./gosa_clon/static.wixstatic.com/media.27.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:46:08	2504/2504	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:08%20GMT	https://oangosa2012.wixsite.com/sitemap.xml	./gosa_clon/oangosa2012.wixsite.com/sitemap.28.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:46:09	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:08%20GMT	https://oangosa2012.wixsite.com/envelope/	./gosa_clon/oangosa2012.wixsite.com/envelope/index.html	(from https://oangosa2012.wixsite.com/gosa)
15:46:09	2503/2503	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:08%20GMT	https://oangosa2012.wixsite.com/api/	./gosa_clon/oangosa2012.wixsite.com/api/index.html	(from https://oangosa2012.wixsite.com/gosa)
15:46:09	9/9	---M--	403	error ('Forbidden')	text/plain	date:Sun,%2022%20Feb%202026%2020:46:08%20GMT	https://static.wixstatic.com/	./gosa_clon/static.wixstatic.com/index.html	(from https://oangosa2012.wixsite.com/gosa)
15:46:09	2504/2504	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:09%20GMT	https://oangosa2012.wixsite.com/feed.xml	./gosa_clon/oangosa2012.wixsite.com/feed.29.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:46:10	2504/2504	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:10%20GMT	https://oangosa2012.wixsite.com/decodeURIComponent(e	./gosa_clon/oangosa2012.wixsite.com/decodeURIComponent(e.2a.delayed	(from https://oangosa2012.wixsite.com/gosa)
15:46:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:13%20GMT	https://oangosa2012.wixsite.com/gosa/t	./gosa_clon/oangosa2012.wixsite.com/gosa/t.2b.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:13	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:13%20GMT	https://oangosa2012.wixsite.com/gosa/e	./gosa_clon/oangosa2012.wixsite.com/gosa/e.2c.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:15	1095371/1095371	---MCZ	200	added ('OK')	text/html	etag:W/%224cb61faeba106b43e1f0991d9122370b%22	https://oangosa2012.wixsite.com/gosa/en/integrantes	./gosa_clon/oangosa2012.wixsite.com/gosa/en/integrantes.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:16	589033/589033	---MCZ	200	added ('OK')	text/html	etag:W/%228d8a5b9feeb9c66aa2ce221d99bfbe1b%22	https://oangosa2012.wixsite.com/gosa/en/%c3%a1reas-de-investigaci%c3%b3n	./gosa_clon/oangosa2012.wixsite.com/gosa/en/%c3%a1reas-de-investigaci%c3%b3n.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:18	693983/693983	---MCZ	200	added ('OK')	text/html	etag:W/%223d99a27cd4dfe49b9b57b5de79c05a10%22	https://oangosa2012.wixsite.com/gosa/en/publicaciones	./gosa_clon/oangosa2012.wixsite.com/gosa/en/publicaciones.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:19	630146/630146	---MCZ	200	added ('OK')	text/html	etag:W/%2218d1db2e7133937b4d8e75972acb36a3%22	https://oangosa2012.wixsite.com/gosa/en/tesis	./gosa_clon/oangosa2012.wixsite.com/gosa/en/tesis.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:20	636583/636583	---MCZ	200	added ('OK')	text/html	etag:W/%22a718fdee1bacde55e592a4674824f356%22	https://oangosa2012.wixsite.com/gosa/en/eventos	./gosa_clon/oangosa2012.wixsite.com/gosa/en/eventos.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:23	534053/534053	---MCZ	200	added ('OK')	text/html	etag:W/%2268d89cf1af898fa825f22a46083bd262%22	https://oangosa2012.wixsite.com/gosa/en/divulgacion	./gosa_clon/oangosa2012.wixsite.com/gosa/en/divulgacion.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:26	524046/524046	---MCZ	200	added ('OK')	text/html	etag:W/%2240afdbb04c139497bd94710239ccd500%22	https://oangosa2012.wixsite.com/gosa/en/acerca-de-gosa	./gosa_clon/oangosa2012.wixsite.com/gosa/en/acerca-de-gosa.html	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:26	2505/2505	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:26%20GMT	https://oangosa2012.wixsite.com/gosa/media/emptystate.85a4add5.svg	./gosa_clon/oangosa2012.wixsite.com/gosa/media/emptystate.85a4add5.34.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:27	2503/2503	---MCZ	400	error ('Bad%20Request')	text/html	date:Sun,%2022%20Feb%202026%2020:46:27%20GMT	https://oangosa2012.wixsite.com/gosa/2048px-Octicons-mark-github.svg	./gosa_clon/oangosa2012.wixsite.com/gosa/2048px-Octicons-mark-github.35.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:28	2502/2502	---MCZ	400	error ('Bad%20Request')	text/html	date:Sun,%2022%20Feb%202026%2020:46:28%20GMT	https://oangosa2012.wixsite.com/gosa/window.location.href	./gosa_clon/oangosa2012.wixsite.com/gosa/window.location.36.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:29	2501/2501	---MCZ	400	error ('Bad%20Request')	text/html	date:Sun,%2022%20Feb%202026%2020:46:29%20GMT	https://oangosa2012.wixsite.com/gosa/robots.txt	./gosa_clon/oangosa2012.wixsite.com/gosa/robots.37.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:31	256/256	---MCZ	200	added ('OK')	text/xml	etag:W/%22100-SHMl7JzeoVxTxPHV6GnReX8NrGE%22	https://oangosa2012.wixsite.com/gosa/sitemap.xml	./gosa_clon/oangosa2012.wixsite.com/gosa/sitemap.xml	(from https://oangosa2012.wixsite.com/gosa/en)
15:46:31	2506/2506	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2022%20Feb%202026%2020:46:31%20GMT	https://oangosa2012.wixsite.com/gosa/feed.xml	./gosa_clon/oangosa2012.wixsite.com/gosa/feed.39.delayed	(from https://oangosa2012.wixsite.com/gosa/en)
